,SMILES,NAME,SOURCE_SPECIES,REFERENCE,NPC_PATHWAY_1,NPC_PATHWAY_2,NPC_PATHWAY_3,NPC_SUPERCLASS_1,NPC_SUPERCLASS_2,NPC_SUPERCLASS_3,NPC_CLASS_1,NPC_CLASS_2,NPC_CLASS_3,NPC_CLASS_4,NPC_IS_GLYCOSIDE,MOL_WT,HBA_COUNT,HBD_COUNT,ROTABLE_BONDS,CLOGP,TPSA,ACID_GROUP_COUNT,BASE_GROUP_COUNT
522,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,"['Caryophyllene', 'Caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', 'β-caryophyllene', '(E)-β-caryophyllene', '(E)-β-caryophyllene']","['Ageratina anisochroma', 'Ageratina lingustrina', 'Piper augustum', 'Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Daldinia eschscholtzii', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Psidium friedrichsthalianum']","['https://doi.org/10.1016/0031-9422(88)80683-6', 'https://doi.org/10.1016/0031-9422(88)80683-6', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1021/acsomega.3c03865', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.4172/2329-6836.1000236', 'https://doi.org/10.1021/jf011456i']",Terpenoids,,,Sesquiterpenoids,,,Caryophyllane sesquiterpenoids,,,,False,204.357,0,0,0,4.7252000000000045,0.0,0,0
523,C=C1/C=C/[C@H](C(C)C)CC/C(C)=C/CC1,"['Germacrene D', 'Germacrene D', 'germacrene D', 'germacrene D', 'Germacrene D', 'Germacrene D', 'Germacrene D', 'germacrene D', 'germacrene D']","['Ageratina anisochroma', 'Lippia Myriocephala', 'Ocotea morae', 'Ocotea gomezii', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1016/0031-9422(88)80683-6', 'https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,,False,204.35699999999997,0,0,1,4.891300000000005,0.0,0,0
524,CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1,"['δ-Cadinene', 'δ-Cadinene', 'δ-Cadinene', 'δ-cadinene', 'δ-cadinene', 'δ-Cadinene', 'δ-Cadinene', 'δ-Cadinene', 'δ-Cadinene', 'α-cadinene', 'δ-cadinene']","['Ageratina anisochroma', 'Lippia alba', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1016/0031-9422(88)80683-6', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,,False,204.357,0,0,1,4.7252000000000045,0.0,0,0
525,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,['Squalene'],['Ageratina anisochroma'],['https://doi.org/10.1016/0031-9422(88)80683-6'],Terpenoids,,,Triterpenoids,,,Acyclic triterpenoids,,,,False,410.73000000000025,0,0,15,10.60499999999999,0.0,0,0
526,O=C(O)/C=C/c1ccccc1,['Cinnamic acid'],['Ageratina anisochroma'],['https://doi.org/10.1016/0031-9422(88)80683-6'],Shikimates and Phenylpropanoids,,,Phenylpropanoids (C6-C3),,,Cinnamic acids and derivatives,,,,False,148.161,1,1,2,1.7844,37.3,1,0
527,C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)C2(C)C,"['Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'Spathulenol', 'spathulenol', 'spathulenol']","['Ageratina lingustrina', 'Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Beilschmiedia pendula', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1016/0031-9422(88)80683-6', 'https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,,False,220.35599999999997,1,1,0,3.3858000000000024,20.23,0,0
528,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,['Cirsimaritin'],['Ageratina lingustrina'],['https://doi.org/10.1016/0031-9422(88)80683-6'],Shikimates and Phenylpropanoids,,,Flavonoids,,,Flavones,,,,False,314.29300000000006,6,2,3,2.8884000000000007,89.13000000000001,3,0
529,CC=C(CO)C(=O)O,['Sarracinic acid'],['Ageratina lingustrina'],['https://doi.org/10.1016/0031-9422(88)80683-6'],Fatty acids,,,Fatty Acids and Conjugates,,,Branched fatty acids,,,,False,116.11599999999996,2,2,2,0.0096,57.53,1,0
530,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,['Pinoresinol'],['Ageratina lingustrina'],['https://doi.org/10.1016/0031-9422(88)80683-6'],Shikimates and Phenylpropanoids,,,Lignans,,,Furofuranoid lignans,,,,False,358.3900000000001,6,2,4,3.190200000000002,77.38000000000001,4,0
531,CCCCCC=O,"['Hexanal', 'Hexanal', 'Hexanal', 'Hexanal', 'Hexanal', '(3Z)-hexenol', 'hexanal']","['Lippia Myriocephala', 'Ocotea gomezii', 'Aiouea costaricensis', 'Beilschmiedia pendula', 'Ocotea austinii', 'Nectandra salicina', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i']",Fatty acids,,,Fatty acyls,,,Fatty aldehydes,,,,False,100.161,1,0,4,1.7656,17.07,0,0
532,CCC/C=C/C=O,"['(E)-Z-Hexenal', '(E)-2-hexenal', '(E)-2-Hexenal', '(E)-2-hexenal', '(E)-2-hexenal', '(E)-2-Hexenal', '(E)-2-hexenal', '(2E)-hexenol', '(E)-2-hexenal']","['Lippia Myriocephala', 'Piper augustum', 'Aiouea costaricensis', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Nectandra salicina', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i']",Fatty acids,,,Fatty acyls,,,Fatty aldehydes,,,,False,98.14499999999998,1,0,3,1.5416,17.07,0,0
533,CC/C=C\CCO,"['(Z)-3-Hexenol', '(Z)-3-Hexenol', '3-hexenol', '(Z)-3-Hexenol', '(Z)-3-hexenol']","['Lippia Myriocephala', 'Piper augustum', 'Smallanthus maculatus ', 'Beilschmiedia pendula', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1021/jf011456i']",Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,,False,100.161,1,1,3,1.335,20.23,0,0
534,CCC/C=C/CO,['2-Hexenol'],['Lippia Myriocephala'],['https://doi.org/10.1080/10412905.2004.9698688'],Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,,False,100.161,1,1,3,1.335,20.23,0,0
535,CCCCCCO,"['Hexanol', 'Hexanol', 'hexanol', 'Hexanol', 'Hexanol', 'Hexanol ', '1-hexanol ']","['Lippia Myriocephala', 'Piper augustum', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Psidium friedrichsthalianum', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1007/s00217-016-2716-y', 'https://doi.org/10.1021/jf011456i']",Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,,False,102.177,1,1,4,1.559,20.23,0,0
536,CC1=CCC2(C(C)C)C[C@H]12,"['α-Thujene', 'α-thujene', 'α-Thujene', 'α-Thujene', 'α-Thujene', 'α-thujene']","['Lippia Myriocephala', 'Piper augustum', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,,False,136.238,0,0,1,2.9987000000000013,0.0,0,0
537,CC1=CCC2CC1C2(C)C,"['α-Pinene', 'α-Pinene', 'α-Pinene', 'α-pinene', 'α-pinene', 'α-pinene', 'α-pinene', 'α-pinene', 'α-pinene', 'α-pinene', 'α-Pinene', 'α-Pinene', 'α-Pinene', 'α-Pinene', 'α-pinene', 'α-pinene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,,False,136.238,0,0,0,2.9987000000000013,0.0,0,0
538,C=C1C2CCC(C2)C1(C)C,"['Camphene', 'Camphene', 'Camphene', 'Camphene', 'camphene', 'camphene', 'camphene', 'camphene', 'camphene', 'Camphene', 'Camphene', 'Camphene', 'Camphene', 'camphene', 'camphene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Camphane monoterpenoids,Fenchane monoterpenoids,,,False,136.238,0,0,0,2.9987000000000013,0.0,0,0
539,C=CC(O)CCCCC,"['1-Octen-3-ol', '1-octen-3-ol', '1-octen-3-ol']","['Lippia Myriocephala', 'Croton jimenezii', 'Daldinia eschscholtzii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1021/acsomega.3c03865']",Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,,False,128.215,1,1,5,2.1136,20.23,0,0
540,C=C1CCC2(C(C)C)CC12,"['Sabinene', 'Sabinene', 'Sabinene', 'Sabinene', 'sabinene', 'sabinene', 'sabinene', 'sabinene', 'Sabinene', 'sabinene']","['Lippia Myriocephala', 'Lippia alba', 'Ocotea gomezii', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,,False,136.238,0,0,1,2.9987000000000013,0.0,0,0
541,C=C1CCC2CC1C2(C)C,"['β-Pinene', 'β-Pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-pinene', 'β-Pinene', 'β-Pinene', 'β-Pinene', 'β-pinene', 'β-pinene']","['Lippia Myriocephala', 'Piper augustum', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,,False,136.23799999999997,0,0,0,2.9987000000000013,0.0,0,0
542,CCCCCC(O)CC,"['3-Octanol', '3-octanol', '3-octanol']","['Lippia Myriocephala', 'Croton jimenezii', 'Daldinia eschscholtzii']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1021/acsomega.3c03865']",Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,,False,130.23099999999997,1,1,5,2.3376,20.23,0,0
543,C=CC(=C)CCC=C(C)C,"['Myrcene', 'Myrcene', 'Myrcene', 'Myrcene', 'myrcene', 'myrcene', 'myrcene', 'myrcene', 'myrcene', 'Myrcene', 'Myrcene', 'Myrcene', 'Myrcene', 'myrcene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,,False,136.238,0,0,4,3.4750000000000023,0.0,0,0
544,CC/C=C\CCOC(C)=O,"['(Z)-3-Hexenyl acetate', '(Z)-3-hexenyl acetate']","['Lippia Myriocephala', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1021/jf011456i']",Fatty acids,,,Fatty esters,,,Wax monoesters,,,,False,142.198,2,0,4,1.9058,26.3,0,0
545,CC1=CC=C(C(C)C)CC1,"['α-Terpinene', 'α-Terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-terpinene', 'α-Terpinene', 'α-Terpinene', 'α-Terpinene', 'α-terpinene', 'α-terpinene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,,False,136.238,0,0,1,3.308900000000002,0.0,0,0
546,Cc1ccc(C(C)C)cc1,"['p-Cymene', 'p-Cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-cymene', 'p-Cymene', 'p-Cymene', 'p-Cymene', 'p-Cymene', 'p-cymene', 'p-cymene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Nectandra salicina', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'http://doi.org/10.1590/S0100-40422009000200028', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,,,,False,134.222,0,0,1,3.1184200000000013,0.0,0,0
547,C=C1C=CC(C(C)C)CC1,"['β-Phellandrene', 'β-Phellandrene', 'β-phellandrene', 'β-phellandrene', 'β-phellandrene', 'β-phellandrene', 'β-phellandrene']","['Lippia Myriocephala', 'Piper augustum', 'Schinus molle', 'Croton jimenezii', 'Podachaenium eminens', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,,False,136.23799999999997,0,0,1,3.1648000000000023,0.0,0,0
548,C=C/C(C)=C/CC=C(C)C,"['(E)-β-Ocimene', '(E)-β-Ocimene', '(E)-β-Ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-ocimene', '(E)-β-Ocimene', '(E)-β-Ocimene', '(E)-β-ocimene', '(E)-β-ocimene']","['Lippia Myriocephala', 'Lippia alba', 'Piper augustum', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,Acyclic monoterpenoids,,,,False,136.23799999999997,0,0,3,3.4750000000000023,0.0,0,0
549,CC1=CCC(C(C)C)=CC1,"['ɣ-Terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'γ-terpinene', 'ɣ-Terpinene', 'ɣ-Terpinene', 'γ-terpinene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Psidium friedrichsthalianum']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'https://doi.org/10.1021/jf011456i']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,,False,136.23799999999997,0,0,1,3.308900000000002,0.0,0,0
550,CC1=CCC(=C(C)C)CC1,"['Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'terpinolene', 'Terpinolene', 'Terpinolene', 'Terpinolene', 'terpinolene', 'terpinolene']","['Lippia Myriocephala', 'Piper augustum', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana', 'Psidium friedrichsthalianum', 'Siparuna thecaphora']","['https://doi.org/10.1080/10412905.2004.9698688', 'https://doi.org/10.1080/10412905.2018.1431966', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135', 'https://doi.org/10.1021/jf011456i', 'https://doi.org/10.1080/10412905.2010.9700338']",Terpenoids,,,Monoterpenoids,,,,,,,False,136.238,0,0,0,3.453000000000002,0.0,0,0
